match_id,utc_date,match_date,kickoff_time_utc,status,is_finished,is_scheduled,has_score,matchday,stage,group,last_updated,home_team_id,home_team,home_team_short,home_team_tla,home_team_crest,away_team_id,away_team,away_team_short,away_team_tla,away_team_crest,winner,duration,home_score,away_score,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,score_display
537327,2026-06-11 19:00:00+00:00,2026-06-11,19:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_A,2026-06-20 15:20:12+00:00,769.0,Mexico,Mexico,MEX,https://crests.football-data.org/769.svg,774.0,South Africa,South Africa,RSA,https://crests.football-data.org/9396.svg,HOME_TEAM,REGULAR,2.0,0.0,2.0,0.0,1.0,0.0,2-0
537328,2026-06-12 02:00:00+00:00,2026-06-12,02:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_A,2026-06-20 15:20:13+00:00,772.0,South Korea,Korea Republic,KOR,https://crests.football-data.org/772.png,798.0,Czechia,Czechia,CZE,https://crests.football-data.org/798.svg,HOME_TEAM,REGULAR,2.0,1.0,2.0,1.0,0.0,0.0,2-1
537333,2026-06-12 19:00:00+00:00,2026-06-12,19:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_B,2026-06-20 15:20:13+00:00,828.0,Canada,Canada,CAN,https://crests.football-data.org/canada.svg,1060.0,Bosnia-Herzegovina,Bosnia-H.,BIH,https://crests.football-data.org/bosnia.svg,DRAW,REGULAR,1.0,1.0,1.0,1.0,0.0,1.0,1-1
537345,2026-06-13 01:00:00+00:00,2026-06-13,01:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_D,2026-06-20 15:20:13+00:00,771.0,United States,USA,USA,https://crests.football-data.org/usa.svg,761.0,Paraguay,Paraguay,PAR,https://crests.football-data.org/761.svg,HOME_TEAM,REGULAR,4.0,1.0,4.0,1.0,3.0,0.0,4-1
537334,2026-06-13 19:00:00+00:00,2026-06-13,19:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_B,2026-06-20 15:20:13+00:00,8030.0,Qatar,Qatar,QAT,https://crests.football-data.org/8030.svg,788.0,Switzerland,Switzerland,SUI,https://crests.football-data.org/788.svg,DRAW,REGULAR,1.0,1.0,1.0,1.0,0.0,1.0,1-1
537339,2026-06-13 22:00:00+00:00,2026-06-13,22:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_C,2026-06-20 15:20:13+00:00,764.0,Brazil,Brazil,BRA,https://crests.football-data.org/764.svg,815.0,Morocco,Morocco,MAR,https://crests.football-data.org/morocco.svg,DRAW,REGULAR,1.0,1.0,1.0,1.0,1.0,1.0,1-1
537340,2026-06-14 01:00:00+00:00,2026-06-14,01:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_C,2026-06-20 15:20:13+00:00,836.0,Haiti,Haiti,HAI,https://crests.football-data.org/haiti.svg,8873.0,Scotland,Scotland,SCO,https://crests.football-data.org/814.svg,AWAY_TEAM,REGULAR,0.0,1.0,0.0,1.0,0.0,1.0,0-1
537346,2026-06-14 04:00:00+00:00,2026-06-14,04:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_D,2026-06-20 15:20:13+00:00,779.0,Australia,Australia,AUS,https://crests.football-data.org/779.svg,803.0,Turkey,Turkey,TUR,https://crests.football-data.org/803.svg,HOME_TEAM,REGULAR,2.0,0.0,2.0,0.0,1.0,0.0,2-0
537351,2026-06-14 17:00:00+00:00,2026-06-14,17:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_E,2026-06-20 15:20:13+00:00,759.0,Germany,Germany,GER,https://crests.football-data.org/759.svg,9460.0,Curaçao,Curaçao,CUW,https://crests.football-data.org/curacao.svg,HOME_TEAM,REGULAR,7.0,1.0,7.0,1.0,3.0,1.0,7-1
537357,2026-06-14 20:00:00+00:00,2026-06-14,20:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_F,2026-06-20 15:20:13+00:00,8601.0,Netherlands,Netherlands,NED,https://crests.football-data.org/8601.svg,766.0,Japan,Japan,JPN,https://crests.football-data.org/766.svg,DRAW,REGULAR,2.0,2.0,2.0,2.0,0.0,0.0,2-2
537352,2026-06-14 23:00:00+00:00,2026-06-14,23:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_E,2026-06-20 15:20:13+00:00,1935.0,Ivory Coast,Ivory Coast,CIV,https://crests.football-data.org/787.svg,791.0,Ecuador,Ecuador,ECU,https://crests.football-data.org/791.svg,HOME_TEAM,REGULAR,1.0,0.0,1.0,0.0,0.0,0.0,1-0
537358,2026-06-15 02:00:00+00:00,2026-06-15,02:00,FINISHED,True,False,True,1.0,GROUP_STAGE,GROUP_F,2026-06-20 15:20:13+00:00,792.0,Sweden,Sweden,SWE,https://crests.football-data.org/792.svg,802.0,Tunisia,Tunisia,TUN,https://crests.football-data.org/tunisia.svg,HOME_TEAM,REGULAR,5.0,1.0,5.0,1.0,2.0,1.0,5-1
